,Date,AirPort,Mean TemperatureC,MeanDew PointC,Mean Humidity,Mean Sea Level PressurehPa,Mean VisibilityKm,Mean Wind SpeedKm/h,CloudCover,Rank_2018,State,2018_freq,city,lat,lng,population,density,Fuel_price,Holiday,Month,Year,Quarter,LOAD_FACTOR,Year_route,Quarter_route,daily_passengers,average_fare,ROUTE,AIR_TIME_MEAN
2258,2011-12-22,BOS,11,5,65,1012,14,18,5,16 ,MA,20010262,Boston,42.3188,-71.0846,4637537.0,5472.0,2.91,0,12,2011,4,81.11,2012.0,2.0,11451.0,362.32,EWRLAX,8988.93
2259,2011-12-22,LGA,12,4,59,1016,16,16,6,21 ,NY,15059648,New York,40.6943,-73.9249,19354922.0,11083.0,2.91,0,12,2011,4,81.11,2012.0,3.0,11053.0,353.77,JFKLAX,43059.67
2260,2011-12-23,ATL,10,6,71,1022,16,20,6,1 ,GA,51866464,Atlanta,33.7627,-84.4225,5228750.0,1384.0,2.885,0,12,2011,4,81.11,2012.0,3.0,11053.0,353.77,LGALAX,306.0
2261,2011-12-23,ORD,-2,-7,66,1026,16,14,4,3 ,IL,39874879,Chicago,41.8373,-87.6862,8675982.0,4612.0,2.885,0,12,2011,4,81.11,2012.0,3.0,11053.0,353.77,EWRLAX,8988.93
2262,2011-12-23,LAX,12,-6,36,1029,16,5,2,2 ,CA,42626783,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,2.885,0,12,2011,4,81.11,2012.0,4.0,10595.0,356.72,JFKLAX,43059.67
2263,2011-12-23,DFW,5,0,71,1029,16,18,8,4 ,TX,32800721,Dallas,32.7936,-96.7662,5733259.0,1524.0,2.885,0,12,2011,4,81.11,2012.0,4.0,10595.0,356.72,LGALAX,306.0
2264,2011-12-23,DEN,-6,-14,61,1030,16,24,0,5 ,CO,31363573,Denver,39.7621,-104.8759,2787266.0,1774.0,2.885,0,12,2011,4,81.11,2012.0,4.0,10595.0,356.72,EWRLAX,8988.93
2265,2011-12-23,JFK,7,3,71,1015,14,23,5,6 ,NY,30541459,New York,40.6943,-73.9249,19354922.0,11083.0,2.885,0,12,2011,4,81.11,2013.0,1.0,9433.0,366.88,JFKLAX,43059.67
2266,2011-12-23,SFO,7,-1,64,1033,16,3,2,7 ,CA,27794154,San Francisco,37.7562,-122.443,3603761.0,7286.0,2.885,0,12,2011,4,81.11,2013.0,1.0,9433.0,366.88,LGALAX,306.0
2267,2011-12-23,CLT,13,9,69,1019,16,12,3,12 ,NC,22283574,Charlotte,35.2079,-80.8304,1467362.0,1081.0,2.885,0,12,2011,4,81.11,2013.0,1.0,9433.0,366.88,EWRLAX,8988.93
2268,2011-12-23,LAS,7,-17,18,1031,16,9,0,9 ,NV,23655285,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,2.885,0,12,2011,4,81.11,2011.0,3.0,1784.0,246.23,MCOLAX,7245.15
2269,2011-12-23,PHX,10,-6,33,1025,16,8,1,13 ,AZ,21623842,Phoenix,33.5722,-112.0891,4081849.0,1212.0,2.885,0,12,2011,4,81.11,2011.0,4.0,1809.0,258.58,MCOLAX,7245.15
2270,2011-12-23,IAH,11,8,80,1026,15,14,8,14 ,TX,21157948,Houston,29.7869,-95.3905,5446468.0,1401.0,2.885,0,12,2011,4,81.11,2012.0,1.0,1762.0,260.45,MCOLAX,7245.15
2271,2011-12-23,MIA,24,20,77,1021,16,10,3,15 ,FL,21025210,Miami,25.7839,-80.2102,6381966.0,4969.0,2.885,0,12,2011,4,81.11,2012.0,2.0,1871.0,275.64,MCOLAX,7245.15
2272,2011-12-23,MCO,22,17,69,1021,16,8,2,10 ,FL,23184634,Orlando,28.4772,-81.3369,1776841.0,982.0,2.885,0,12,2011,4,81.11,2012.0,3.0,1790.0,253.96,MCOLAX,7245.15
2273,2011-12-23,EWR,7,3,71,1015,13,19,6,11 ,NJ,22798354,Newark,40.7245,-74.1725,285154.0,4560.0,2.885,0,12,2011,4,81.11,2012.0,4.0,1881.0,255.53,MCOLAX,7245.15
2274,2011-12-23,SEA,6,2,81,1033,15,9,7,8 ,WA,24894338,Seattle,47.6211,-122.3244,3643765.0,3336.0,2.885,0,12,2011,4,81.11,2013.0,1.0,1860.0,263.28,MCOLAX,7245.15
2275,2011-12-23,MSP,-2,-8,64,1020,14,13,4,17 ,MN,18363493,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,2.885,0,12,2011,4,81.11,2011.0,3.0,1849.0,321.66,PHLLAX,14342.67
2276,2011-12-23,DTW,-1,-7,69,1024,14,13,7,19 ,MI,17437716,Detroit,42.3834,-83.1024,3522206.0,1873.0,2.885,0,12,2011,4,81.11,2011.0,4.0,1736.0,310.73,PHLLAX,14342.67
2277,2011-12-23,PHL,7,4,72,1014,12,18,7,20 ,PA,15285948,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,2.885,0,12,2011,4,81.11,2012.0,1.0,1485.0,281.05,PHLLAX,14342.67
2278,2011-12-23,BOS,6,2,84,1015,14,14,7,16 ,MA,20010262,Boston,42.3188,-71.0846,4637537.0,5472.0,2.885,0,12,2011,4,81.11,2012.0,2.0,2437.0,257.37,PHLLAX,14342.67
2279,2011-12-23,LGA,6,2,72,1015,14,22,5,21 ,NY,15059648,New York,40.6943,-73.9249,19354922.0,11083.0,2.885,0,12,2011,4,81.11,2012.0,3.0,2342.0,256.57,PHLLAX,14342.67
2280,2011-12-24,ATL,9,3,68,1028,15,12,5,1 ,GA,51866464,Atlanta,33.7627,-84.4225,5228750.0,1384.0,2.885,0,12,2011,4,81.11,2012.0,4.0,2094.0,273.96,PHLLAX,14342.67
2281,2011-12-24,ORD,-1,-4,73,1025,16,15,1,3 ,IL,39874879,Chicago,41.8373,-87.6862,8675982.0,4612.0,2.885,0,12,2011,4,81.11,2013.0,1.0,1730.0,276.87,PHLLAX,14342.67
2282,2011-12-24,LAX,14,-5,37,1027,16,5,0,2 ,CA,42626783,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,2.885,0,12,2011,4,81.11,2011.0,3.0,4438.0,134.42,PHXLAX,2971.01
2283,2011-12-24,DFW,5,0,67,1030,16,12,8,4 ,TX,32800721,Dallas,32.7936,-96.7662,5733259.0,1524.0,2.885,0,12,2011,4,81.11,2011.0,4.0,5035.0,134.55,PHXLAX,2971.01
2284,2011-12-24,DEN,-4,-12,49,1031,16,15,1,5 ,CO,31363573,Denver,39.7621,-104.8759,2787266.0,1774.0,2.885,0,12,2011,4,81.11,2012.0,1.0,5025.0,133.69,PHXLAX,2971.01
2285,2011-12-24,JFK,0,-9,52,1029,16,14,3,6 ,NY,30541459,New York,40.6943,-73.9249,19354922.0,11083.0,2.885,0,12,2011,4,81.11,2012.0,2.0,4925.0,133.23,PHXLAX,2971.01
2286,2011-12-24,SFO,8,0,62,1031,15,3,1,7 ,CA,27794154,San Francisco,37.7562,-122.443,3603761.0,7286.0,2.885,0,12,2011,4,81.11,2012.0,3.0,4470.0,125.82,PHXLAX,2971.01
2287,2011-12-24,CLT,7,2,75,1029,16,6,6,12 ,NC,22283574,Charlotte,35.2079,-80.8304,1467362.0,1081.0,2.885,0,12,2011,4,81.11,2012.0,4.0,4977.0,128.07,PHXLAX,2971.01
2288,2011-12-24,LAS,8,-16,19,1030,16,11,0,9 ,NV,23655285,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,2.885,0,12,2011,4,81.11,2013.0,1.0,4949.0,133.92,PHXLAX,2971.01
2289,2011-12-24,PHX,10,-5,41,1027,16,3,0,13 ,AZ,21623842,Phoenix,33.5722,-112.0891,4081849.0,1212.0,2.885,0,12,2011,4,81.11,2011.0,3.0,18777.0,131.04,SFOLAX,4139.78
2290,2011-12-24,IAH,8,6,86,1026,10,19,8,14 ,TX,21157948,Houston,29.7869,-95.3905,5446468.0,1401.0,2.885,0,12,2011,4,81.11,2011.0,4.0,19595.0,134.36,SFOLAX,4139.78
2291,2011-12-24,MIA,24,19,74,1022,16,10,4,15 ,FL,21025210,Miami,25.7839,-80.2102,6381966.0,4969.0,2.885,0,12,2011,4,81.11,2012.0,1.0,18311.0,125.52,SFOLAX,4139.78
2292,2011-12-24,MCO,22,17,77,1024,11,12,4,10 ,FL,23184634,Orlando,28.4772,-81.3369,1776841.0,982.0,2.885,0,12,2011,4,81.11,2012.0,2.0,19720.0,134.34,SFOLAX,4139.78
2293,2011-12-24,EWR,1,-9,48,1029,16,15,2,11 ,NJ,22798354,Newark,40.7245,-74.1725,285154.0,4560.0,2.885,0,12,2011,4,81.11,2012.0,3.0,19630.0,122.08,SFOLAX,4139.78
2294,2011-12-24,SEA,9,4,70,1030,16,7,7,8 ,WA,24894338,Seattle,47.6211,-122.3244,3643765.0,3336.0,2.885,0,12,2011,4,81.11,2012.0,4.0,19936.0,132.5,SFOLAX,4139.78
2295,2011-12-24,MSP,-1,-7,65,1019,16,13,2,17 ,MN,18363493,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,2.885,0,12,2011,4,81.11,2013.0,1.0,18027.0,135.06,SFOLAX,4139.78
2296,2011-12-24,DTW,-1,-4,78,1026,13,11,6,19 ,MI,17437716,Detroit,42.3834,-83.1024,3522206.0,1873.0,2.885,0,12,2011,4,81.11,2011.0,3.0,6679.0,168.01,SEALAX,8050.82
2297,2011-12-24,PHL,2,-6,55,1029,16,11,3,20 ,PA,15285948,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,2.885,0,12,2011,4,81.11,2011.0,4.0,5807.0,172.71,SEALAX,8050.82
2298,2011-12-24,BOS,-3,-11,56,1029,16,12,2,16 ,MA,20010262,Boston,42.3188,-71.0846,4637537.0,5472.0,2.885,0,12,2011,4,81.11,2012.0,1.0,5360.0,147.57,SEALAX,8050.82
2299,2011-12-24,LGA,1,-8,52,1029,16,15,2,21 ,NY,15059648,New York,40.6943,-73.9249,19354922.0,11083.0,2.885,0,12,2011,4,81.11,2012.0,2.0,6180.0,169.51,SEALAX,8050.82
2300,2011-12-25,ATL,8,7,85,1027,9,9,7,1 ,GA,51866464,Atlanta,33.7627,-84.4225,5228750.0,1384.0,2.885,0,12,2011,4,81.11,2012.0,3.0,6119.0,176.31,SEALAX,8050.82
2301,2011-12-25,ORD,3,-4,64,1022,16,19,3,3 ,IL,39874879,Chicago,41.8373,-87.6862,8675982.0,4612.0,2.885,0,12,2011,4,81.11,2012.0,4.0,5675.0,177.62,SEALAX,8050.82
2302,2011-12-25,LAX,14,-1,44,1025,16,6,1,2 ,CA,42626783,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,2.885,0,12,2011,4,81.11,2013.0,1.0,5334.0,166.19,SEALAX,8050.82
2303,2011-12-25,DFW,8,1,59,1029,16,11,8,4 ,TX,32800721,Dallas,32.7936,-96.7662,5733259.0,1524.0,2.885,0,12,2011,4,81.11,2011.0,3.0,484.0,221.75,MSPMIA,3098.02
2304,2011-12-25,DEN,-3,-11,49,1030,16,17,1,5 ,CO,31363573,Denver,39.7621,-104.8759,2787266.0,1774.0,2.885,0,12,2011,4,81.11,2011.0,4.0,705.0,249.53,MSPMIA,3098.02
2305,2011-12-25,JFK,3,-3,63,1023,16,17,6,6 ,NY,30541459,New York,40.6943,-73.9249,19354922.0,11083.0,2.885,0,12,2011,4,81.11,2012.0,1.0,1266.0,258.64,MSPMIA,3098.02
2306,2011-12-25,SFO,7,2,73,1029,11,3,2,7 ,CA,27794154,San Francisco,37.7562,-122.443,3603761.0,7286.0,2.885,0,12,2011,4,81.11,2012.0,2.0,682.0,253.64,MSPMIA,3098.02
2307,2011-12-25,CLT,6,3,81,1026,14,6,7,12 ,NC,22283574,Charlotte,35.2079,-80.8304,1467362.0,1081.0,2.885,0,12,2011,4,81.11,2012.0,3.0,513.0,231.09,MSPMIA,3098.02
2308,2011-12-25,LAS,8,-12,26,1028,16,11,0,9 ,NV,23655285,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,2.885,0,12,2011,4,81.11,2012.0,4.0,767.0,243.01,MSPMIA,3098.02
2309,2011-12-25,PHX,12,-4,40,1026,16,5,0,13 ,AZ,21623842,Phoenix,33.5722,-112.0891,4081849.0,1212.0,2.885,0,12,2011,4,81.11,2013.0,1.0,1351.0,252.52,MSPMIA,3098.02
2310,2011-12-25,IAH,7,6,90,1026,8,14,8,14 ,TX,21157948,Houston,29.7869,-95.3905,5446468.0,1401.0,2.885,0,12,2011,4,81.11,2011.0,3.0,13561.0,152.51,JFKMIA,5183.95
2311,2011-12-25,MIA,24,19,73,1023,16,13,5,15 ,FL,21025210,Miami,25.7839,-80.2102,6381966.0,4969.0,2.885,0,12,2011,4,81.11,2011.0,3.0,13561.0,152.51,LGAMIA,12936.53
2312,2011-12-25,MCO,22,18,77,1024,16,5,6,10 ,FL,23184634,Orlando,28.4772,-81.3369,1776841.0,982.0,2.885,0,12,2011,4,81.11,2011.0,3.0,13561.0,152.51,EWRMIA,3984.69
2313,2011-12-25,EWR,3,-4,60,1023,16,12,7,11 ,NJ,22798354,Newark,40.7245,-74.1725,285154.0,4560.0,2.885,0,12,2011,4,81.11,2011.0,4.0,14556.0,173.73,JFKMIA,5183.95
2314,2011-12-25,SEA,7,3,81,1022,16,21,6,8 ,WA,24894338,Seattle,47.6211,-122.3244,3643765.0,3336.0,2.885,0,12,2011,4,81.11,2011.0,4.0,14556.0,173.73,LGAMIA,12936.53
2315,2011-12-25,MSP,2,-5,59,1022,16,17,1,17 ,MN,18363493,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,2.885,0,12,2011,4,81.11,2011.0,4.0,14556.0,173.73,EWRMIA,3984.69
2316,2011-12-25,DTW,4,-3,64,1018,16,23,6,19 ,MI,17437716,Detroit,42.3834,-83.1024,3522206.0,1873.0,2.885,0,12,2011,4,81.11,2012.0,1.0,14909.0,187.63,JFKMIA,5183.95
2317,2011-12-25,PHL,4,-2,70,1023,16,9,4,20 ,PA,15285948,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,2.885,0,12,2011,4,81.11,2012.0,1.0,14909.0,187.63,LGAMIA,12936.53
2318,2011-12-25,BOS,-1,-6,63,1023,16,12,6,16 ,MA,20010262,Boston,42.3188,-71.0846,4637537.0,5472.0,2.885,0,12,2011,4,81.11,2012.0,1.0,14909.0,187.63,EWRMIA,3984.69
2319,2011-12-25,LGA,3,-4,55,1022,16,13,6,21 ,NY,15059648,New York,40.6943,-73.9249,19354922.0,11083.0,2.885,0,12,2011,4,81.11,2012.0,2.0,14351.0,178.68,JFKMIA,5183.95
2320,2011-12-26,ATL,7,1,69,1024,15,13,6,1 ,GA,51866464,Atlanta,33.7627,-84.4225,5228750.0,1384.0,2.885,1,12,2011,4,81.11,2012.0,2.0,14351.0,178.68,LGAMIA,12936.53
2321,2011-12-26,ORD,1,-3,71,1020,15,18,3,3 ,IL,39874879,Chicago,41.8373,-87.6862,8675982.0,4612.0,2.885,1,12,2011,4,81.11,2012.0,2.0,14351.0,178.68,EWRMIA,3984.69
2322,2011-12-26,LAX,14,2,53,1023,16,6,1,2 ,CA,42626783,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,2.885,1,12,2011,4,81.11,2012.0,3.0,12452.0,166.3,JFKMIA,5183.95
2323,2011-12-26,DFW,7,3,78,1021,15,16,7,4 ,TX,32800721,Dallas,32.7936,-96.7662,5733259.0,1524.0,2.885,1,12,2011,4,81.11,2012.0,3.0,12452.0,166.3,LGAMIA,12936.53
2324,2011-12-26,DEN,-1,-10,53,1019,16,17,3,5 ,CO,31363573,Denver,39.7621,-104.8759,2787266.0,1774.0,2.885,1,12,2011,4,81.11,2012.0,3.0,12452.0,166.3,EWRMIA,3984.69
2325,2011-12-26,JFK,5,-4,54,1021,16,24,3,6 ,NY,30541459,New York,40.6943,-73.9249,19354922.0,11083.0,2.885,1,12,2011,4,81.11,2012.0,4.0,13871.0,179.0,JFKMIA,5183.95
2326,2011-12-26,SFO,8,5,80,1027,12,7,5,7 ,CA,27794154,San Francisco,37.7562,-122.443,3603761.0,7286.0,2.885,1,12,2011,4,81.11,2012.0,4.0,13871.0,179.0,LGAMIA,12936.53
2327,2011-12-26,CLT,7,-2,65,1025,12,11,5,12 ,NC,22283574,Charlotte,35.2079,-80.8304,1467362.0,1081.0,2.885,1,12,2011,4,81.11,2012.0,4.0,13871.0,179.0,EWRMIA,3984.69
2328,2011-12-26,LAS,7,-11,30,1024,16,8,0,9 ,NV,23655285,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,2.885,1,12,2011,4,81.11,2013.0,1.0,15907.0,193.31,JFKMIA,5183.95
2329,2011-12-26,PHX,11,-3,43,1024,16,5,0,13 ,AZ,21623842,Phoenix,33.5722,-112.0891,4081849.0,1212.0,2.885,1,12,2011,4,81.11,2013.0,1.0,15907.0,193.31,LGAMIA,12936.53
2330,2011-12-26,IAH,8,6,85,1022,15,10,6,14 ,TX,21157948,Houston,29.7869,-95.3905,5446468.0,1401.0,2.885,1,12,2011,4,81.11,2013.0,1.0,15907.0,193.31,EWRMIA,3984.69
2331,2011-12-26,MIA,24,19,72,1021,16,8,3,15 ,FL,21025210,Miami,25.7839,-80.2102,6381966.0,4969.0,2.885,1,12,2011,4,81.11,2011.0,3.0,530.0,140.79,MCOMIA,1423.07
2332,2011-12-26,MCO,19,17,84,1022,11,12,7,10 ,FL,23184634,Orlando,28.4772,-81.3369,1776841.0,982.0,2.885,1,12,2011,4,81.11,2011.0,4.0,589.0,130.65,MCOMIA,1423.07
2333,2011-12-26,EWR,5,-3,57,1021,16,17,3,11 ,NJ,22798354,Newark,40.7245,-74.1725,285154.0,4560.0,2.885,1,12,2011,4,81.11,2012.0,1.0,616.0,136.36,MCOMIA,1423.07
2334,2011-12-26,SEA,4,2,78,1025,16,11,7,8 ,WA,24894338,Seattle,47.6211,-122.3244,3643765.0,3336.0,2.885,1,12,2011,4,81.11,2012.0,2.0,553.0,136.86,MCOMIA,1423.07
2335,2011-12-26,MSP,4,-6,57,1010,16,20,2,17 ,MN,18363493,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,2.885,1,12,2011,4,81.11,2012.0,3.0,533.0,129.56,MCOMIA,1423.07
2336,2011-12-26,DTW,3,-3,64,1022,16,15,5,19 ,MI,17437716,Detroit,42.3834,-83.1024,3522206.0,1873.0,2.885,1,12,2011,4,81.11,2012.0,4.0,545.0,130.57,MCOMIA,1423.07
2337,2011-12-26,PHL,5,-3,56,1023,16,17,3,20 ,PA,15285948,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,2.885,1,12,2011,4,81.11,2013.0,1.0,460.0,142.99,MCOMIA,1423.07
2338,2011-12-26,BOS,3,-4,63,1017,16,17,3,16 ,MA,20010262,Boston,42.3188,-71.0846,4637537.0,5472.0,2.885,1,12,2011,4,81.11,2011.0,3.0,1492.0,187.8,PHLMIA,5392.6
2339,2011-12-26,LGA,6,-3,52,1021,16,23,2,21 ,NY,15059648,New York,40.6943,-73.9249,19354922.0,11083.0,2.885,1,12,2011,4,81.11,2011.0,4.0,2078.0,189.76,PHLMIA,5392.6
2340,2011-12-27,ATL,8,4,81,1012,11,21,7,1 ,GA,51866464,Atlanta,33.7627,-84.4225,5228750.0,1384.0,2.8939999999999997,0,12,2011,4,81.11,2012.0,1.0,2033.0,205.58,PHLMIA,5392.6
2341,2011-12-27,ORD,1,-2,76,1007,14,20,7,3 ,IL,39874879,Chicago,41.8373,-87.6862,8675982.0,4612.0,2.8939999999999997,0,12,2011,4,81.11,2012.0,2.0,2021.0,195.72,PHLMIA,5392.6
2342,2011-12-27,LAX,13,6,64,1023,13,6,2,2 ,CA,42626783,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,2.8939999999999997,0,12,2011,4,81.11,2012.0,3.0,1469.0,179.01,PHLMIA,5392.6
2343,2011-12-27,DFW,9,-1,57,1022,16,13,0,4 ,TX,32800721,Dallas,32.7936,-96.7662,5733259.0,1524.0,2.8939999999999997,0,12,2011,4,81.11,2012.0,4.0,2095.0,173.84,PHLMIA,5392.6
2344,2011-12-27,DEN,-1,-11,50,1019,16,15,3,5 ,CO,31363573,Denver,39.7621,-104.8759,2787266.0,1774.0,2.8939999999999997,0,12,2011,4,81.11,2013.0,1.0,2539.0,187.31,PHLMIA,5392.6
2345,2011-12-27,JFK,7,6,77,1008,12,28,7,6 ,NY,30541459,New York,40.6943,-73.9249,19354922.0,11083.0,2.8939999999999997,0,12,2011,4,81.11,2011.0,3.0,502.0,220.99,PHXMIA,6139.31
2346,2011-12-27,SFO,11,5,71,1027,14,7,4,7 ,CA,27794154,San Francisco,37.7562,-122.443,3603761.0,7286.0,2.8939999999999997,0,12,2011,4,81.11,2011.0,4.0,702.0,246.8,PHXMIA,6139.31
2347,2011-12-27,CLT,9,5,77,1010,12,20,7,12 ,NC,22283574,Charlotte,35.2079,-80.8304,1467362.0,1081.0,2.8939999999999997,0,12,2011,4,81.11,2012.0,1.0,742.0,268.08,PHXMIA,6139.31
2348,2011-12-27,LAS,7,-10,32,1024,16,9,0,9 ,NV,23655285,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,2.8939999999999997,0,12,2011,4,81.11,2012.0,2.0,605.0,262.37,PHXMIA,6139.31
2349,2011-12-27,PHX,12,-2,46,1023,16,4,0,13 ,AZ,21623842,Phoenix,33.5722,-112.0891,4081849.0,1212.0,2.8939999999999997,0,12,2011,4,81.11,2012.0,3.0,444.0,238.07,PHXMIA,6139.31
2350,2011-12-27,IAH,10,3,69,1023,16,5,0,14 ,TX,21157948,Houston,29.7869,-95.3905,5446468.0,1401.0,2.8939999999999997,0,12,2011,4,81.11,2012.0,4.0,678.0,256.98,PHXMIA,6139.31
2351,2011-12-27,MIA,24,19,73,1017,16,14,5,15 ,FL,21025210,Miami,25.7839,-80.2102,6381966.0,4969.0,2.8939999999999997,0,12,2011,4,81.11,2013.0,1.0,775.0,276.27,PHXMIA,6139.31
2352,2011-12-27,MCO,19,17,82,1016,16,17,6,10 ,FL,23184634,Orlando,28.4772,-81.3369,1776841.0,982.0,2.8939999999999997,0,12,2011,4,81.11,2011.0,3.0,1360.0,268.34,SFOMIA,13422.26
2353,2011-12-27,EWR,7,5,76,1007,12,17,7,11 ,NJ,22798354,Newark,40.7245,-74.1725,285154.0,4560.0,2.8939999999999997,0,12,2011,4,81.11,2011.0,4.0,1570.0,289.22,SFOMIA,13422.26
2354,2011-12-27,SEA,8,7,93,1015,10,12,8,8 ,WA,24894338,Seattle,47.6211,-122.3244,3643765.0,3336.0,2.8939999999999997,0,12,2011,4,81.11,2012.0,1.0,1596.0,287.1,SFOMIA,13422.26
2355,2011-12-27,MSP,0,-8,58,1013,16,19,6,17 ,MN,18363493,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,2.8939999999999997,0,12,2011,4,81.11,2012.0,2.0,1708.0,278.62,SFOMIA,13422.26
2356,2011-12-27,DTW,1,-1,86,1002,6,14,8,19 ,MI,17437716,Detroit,42.3834,-83.1024,3522206.0,1873.0,2.8939999999999997,0,12,2011,4,81.11,2012.0,3.0,1507.0,264.92,SFOMIA,13422.26
2357,2011-12-27,PHL,8,7,77,1004,11,17,7,20 ,PA,15285948,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,2.8939999999999997,0,12,2011,4,81.11,2012.0,4.0,1763.0,285.28,SFOMIA,13422.26
2358,2011-12-27,BOS,6,2,76,1012,15,23,6,16 ,MA,20010262,Boston,42.3188,-71.0846,4637537.0,5472.0,2.8939999999999997,0,12,2011,4,81.11,2013.0,1.0,1645.0,294.53,SFOMIA,13422.26
2359,2011-12-27,LGA,9,6,73,1004,11,22,7,21 ,NY,15059648,New York,40.6943,-73.9249,19354922.0,11083.0,2.8939999999999997,0,12,2011,4,81.11,2011.0,3.0,502.0,282.96,SEAMIA,9427.58
2360,2011-12-28,ATL,7,-2,60,1019,16,12,2,1 ,GA,51866464,Atlanta,33.7627,-84.4225,5228750.0,1384.0,2.891,0,12,2011,4,81.11,2011.0,4.0,639.0,277.23,SEAMIA,9427.58
2361,2011-12-28,ORD,-3,-9,68,1016,16,10,5,3 ,IL,39874879,Chicago,41.8373,-87.6862,8675982.0,4612.0,2.891,0,12,2011,4,81.11,2012.0,1.0,642.0,281.38,SEAMIA,9427.58
2362,2011-12-28,LAX,16,3,46,1022,16,6,1,2 ,CA,42626783,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,2.891,0,12,2011,4,81.11,2012.0,2.0,600.0,295.74,SEAMIA,9427.58
2363,2011-12-28,DFW,8,1,60,1018,16,10,0,4 ,TX,32800721,Dallas,32.7936,-96.7662,5733259.0,1524.0,2.891,0,12,2011,4,81.11,2012.0,3.0,537.0,283.36,SEAMIA,9427.58
2364,2011-12-28,DEN,4,-8,40,1015,16,20,4,5 ,CO,31363573,Denver,39.7621,-104.8759,2787266.0,1774.0,2.891,0,12,2011,4,81.11,2012.0,4.0,622.0,287.94,SEAMIA,9427.58
2365,2011-12-28,JFK,5,-4,58,1002,16,32,4,6 ,NY,30541459,New York,40.6943,-73.9249,19354922.0,11083.0,2.891,0,12,2011,4,81.11,2013.0,1.0,636.0,297.83,SEAMIA,9427.58
2366,2011-12-28,SFO,11,7,77,1027,15,6,4,7 ,CA,27794154,San Francisco,37.7562,-122.443,3603761.0,7286.0,2.891,0,12,2011,4,81.11,2011.0,3.0,2445.0,263.71,JFKMSP,3087.98
2367,2011-12-28,CLT,6,-3,50,1015,16,9,2,12 ,NC,22283574,Charlotte,35.2079,-80.8304,1467362.0,1081.0,2.891,0,12,2011,4,81.11,2011.0,3.0,2445.0,263.71,LGAMSP,6510.91
2368,2011-12-28,LAS,9,-9,29,1024,16,10,2,9 ,NV,23655285,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,2.891,0,12,2011,4,81.11,2011.0,3.0,2445.0,263.71,EWRMSP,5520.51
2369,2011-12-28,PHX,13,-1,44,1022,16,5,0,13 ,AZ,21623842,Phoenix,33.5722,-112.0891,4081849.0,1212.0,2.891,0,12,2011,4,81.11,2011.0,4.0,2334.0,265.96,JFKMSP,3087.98
2370,2011-12-28,IAH,10,6,77,1020,16,5,2,14 ,TX,21157948,Houston,29.7869,-95.3905,5446468.0,1401.0,2.891,0,12,2011,4,81.11,2011.0,4.0,2334.0,265.96,LGAMSP,6510.91
2371,2011-12-28,MIA,19,9,55,1020,16,12,2,15 ,FL,21025210,Miami,25.7839,-80.2102,6381966.0,4969.0,2.891,0,12,2011,4,81.11,2011.0,4.0,2334.0,265.96,EWRMSP,5520.51
2372,2011-12-28,MCO,13,4,56,1020,16,12,3,10 ,FL,23184634,Orlando,28.4772,-81.3369,1776841.0,982.0,2.891,0,12,2011,4,81.11,2012.0,1.0,1738.0,282.01,JFKMSP,3087.98
2373,2011-12-28,EWR,4,-3,61,1002,16,27,4,11 ,NJ,22798354,Newark,40.7245,-74.1725,285154.0,4560.0,2.891,0,12,2011,4,81.11,2012.0,1.0,1738.0,282.01,LGAMSP,6510.91
2374,2011-12-28,SEA,11,9,85,1008,13,26,8,8 ,WA,24894338,Seattle,47.6211,-122.3244,3643765.0,3336.0,2.891,0,12,2011,4,81.11,2012.0,1.0,1738.0,282.01,EWRMSP,5520.51
2375,2011-12-28,MSP,-1,-8,59,1010,16,11,6,17 ,MN,18363493,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,2.891,0,12,2011,4,81.11,2012.0,2.0,2423.0,291.91,JFKMSP,3087.98
2376,2011-12-28,DTW,-3,-10,60,1014,16,16,6,19 ,MI,17437716,Detroit,42.3834,-83.1024,3522206.0,1873.0,2.891,0,12,2011,4,81.11,2012.0,2.0,2423.0,291.91,LGAMSP,6510.91
