,Date,AirPort,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees,Rank_2018,State,2018,2017,2016,2015,city,lat,lng,population,density,ranking,Fuel_price,Holiday,Month,Year,Quarter,LOAD_FACTOR
2207,2011-12-20,CLT,14,9,4,11,8,4,93,82,71,1024,1022,1021,16,15,10,21,7,26.0,1.27,8,Rain,200,12 ,NC,22283574,22011251,21511880,21913166,Charlotte,35.2079,-80.8304,1467362.0,1081.0,1,2829,0,12,2011,4,81.11
2208,2011-12-20,LAS,13,8,3,0,-3,-6,76,52,28,1019,1016,1014,16,16,16,19,8,21.0,0.00,2,,207,9 ,NV,23655285,23364393,22833267,21824231,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,1,2829,0,12,2011,4,81.11
2209,2011-12-20,PHX,17,14,11,9,7,6,77,64,51,1016,1014,1011,16,16,13,14,6,21.0,T,6,Rain,269,13 ,AZ,21623842,21185458,20896265,21351445,Phoenix,33.5722,-112.0891,4081849.0,1212.0,1,2829,0,12,2011,4,81.11
2210,2011-12-20,IAH,21,16,10,19,12,3,93,74,43,1016,1013,1011,16,14,3,23,13,35.0,8.38,7,Rain-Thunderstorm,275,14 ,TX,21157948,19603731,20062072,20595874,Houston,29.7869,-95.3905,5446468.0,1401.0,1,2829,0,12,2011,4,81.11
2211,2011-12-20,MIA,26,23,21,17,16,14,68,62,56,1023,1022,1020,16,16,16,34,20,45.0,0.00,5,,112,15 ,FL,21025210,20709225,20875813,20986341,Miami,25.7839,-80.2102,6381966.0,4969.0,1,2829,0,12,2011,4,81.11
2212,2011-12-20,MCO,26,19,12,17,14,11,93,69,45,1024,1022,1020,16,16,16,26,12,34.0,0.00,5,,130,10 ,FL,23184634,21565448,20283541,18759938,Orlando,28.4772,-81.3369,1776841.0,982.0,1,2829,0,12,2011,4,81.11
2213,2011-12-20,EWR,9,7,4,3,0,-3,85,65,45,1023,1021,1015,16,16,13,29,11,40.0,0.51,7,Rain,282,11 ,NJ,22798354,21571198,19923009,18684818,Newark,40.7245,-74.1725,285154.0,4560.0,2,2829,0,12,2011,4,81.11
2214,2011-12-20,SEA,7,5,3,5,4,2,96,86,76,1030,1027,1025,16,12,2,21,9,24.0,T,7,,182,8 ,WA,24894338,22639124,21887110,21231781,Seattle,47.6211,-122.3244,3643765.0,3336.0,1,2829,0,12,2011,4,81.11
2215,2011-12-20,MSP,1,-3,-7,-7,-8,-9,84,69,54,1025,1017,1008,16,16,13,23,9,27.0,0.00,1,,196,17 ,MN,18363493,18409704,18123844,17634252,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,1,2829,0,12,2011,4,81.11
2216,2011-12-20,DTW,3,2,1,2,-3,-6,92,77,61,1023,1019,1012,16,15,6,26,8,32.0,T,8,Rain,51,19 ,MI,17437716,17036092,16826287,16255520,Detroit,42.3834,-83.1024,3522206.0,1873.0,1,2829,0,12,2011,4,81.11
2217,2011-12-20,PHL,11,8,4,3,2,-1,86,70,53,1023,1021,1017,16,16,13,24,9,29.0,0.76,8,Rain,27,20 ,PA,15285948,14271243,14564419,15101318,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,1,2829,0,12,2011,4,81.11
2218,2011-12-20,BOS,7,4,0,1,-7,-13,67,47,27,1024,1019,1011,16,16,16,29,16,39.0,T,3,,319,16 ,MA,20010262,18759742,17749202,16290362,Boston,42.3188,-71.0846,4637537.0,5472.0,1,2829,0,12,2011,4,81.11
2219,2011-12-20,LGA,9,7,5,2,-1,-4,79,62,45,1023,1020,1015,16,16,16,11,14,13.0,0.25,8,Rain,292,21 ,NY,15059648,14614802,14706123,14762593,New York,40.6943,-73.9249,19354922.0,11083.0,1,2829,0,12,2011,4,81.11
2220,2011-12-21,ATL,19,17,14,17,16,13,100,95,90,1019,1015,1014,16,6,0,32,13,40.0,13.72,8,Fog-Rain-Thunderstorm,178,1 ,GA,51866464,50251964,50501858,49340732,Atlanta,33.7627,-84.4225,5228750.0,1384.0,1,2874,0,12,2011,4,81.11
2221,2011-12-21,ORD,6,4,3,4,3,0,100,90,79,1014,1008,1004,16,9,1,26,10,34.0,0.25,8,Fog-Rain,264,3 ,IL,39874879,38593028,37589899,36305668,Chicago,41.8373,-87.6862,8675982.0,4612.0,1,2874,0,12,2011,4,81.11
2222,2011-12-21,LAX,17,12,7,11,7,2,83,67,51,1019,1017,1015,16,16,10,16,6,24.0,0.00,1,,176,2 ,CA,42626783,41232432,39636042,36351226,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,1,2874,0,12,2011,4,81.11
2223,2011-12-21,DFW,13,7,1,3,0,-2,82,63,43,1017,1014,1012,16,16,16,21,10,24.0,0.00,4,,200,4 ,TX,32800721,31816933,31283579,31589832,Dallas,32.7936,-96.7662,5733259.0,1524.0,1,2874,0,12,2011,4,81.11
2224,2011-12-21,DEN,4,-1,-7,-2,-4,-11,92,71,50,1017,1011,1006,16,9,0,32,16,37.0,7.11,6,Fog-Snow,96,5 ,CO,31363573,29809097,28267394,26280043,Denver,39.7621,-104.8759,2787266.0,1774.0,1,2874,0,12,2011,4,81.11
2225,2011-12-21,JFK,15,10,4,12,9,2,96,88,79,1022,1013,1007,16,11,2,52,18,71.0,3.05,8,Rain-Thunderstorm,189,6 ,NY,30541459,29533154,29239151,27782369,New York,40.6943,-73.9249,19354922.0,11083.0,1,2874,0,12,2011,4,81.11
2226,2011-12-21,SFO,16,10,4,5,2,0,82,59,36,1022,1019,1018,16,16,14,14,3,16.0,0.00,0,,234,7 ,CA,27794154,26900048,25707101,24190549,San Francisco,37.7562,-122.443,3603761.0,7286.0,1,2874,0,12,2011,4,81.11
2227,2011-12-21,CLT,17,14,12,16,14,11,100,92,84,1020,1017,1014,16,7,2,32,14,42.0,32.51,8,Rain,194,12 ,NC,22283574,22011251,21511880,21913166,Charlotte,35.2079,-80.8304,1467362.0,1081.0,1,2874,0,12,2011,4,81.11
2228,2011-12-21,LAS,15,8,2,-3,-6,-18,64,40,15,1020,1015,1011,16,16,16,27,11,37.0,0.00,0,,188,9 ,NV,23655285,23364393,22833267,21824231,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,1,2874,0,12,2011,4,81.11
2229,2011-12-21,PHX,17,12,7,6,5,3,86,64,42,1016,1014,1012,16,16,16,23,5,29.0,0.00,1,,232,13 ,AZ,21623842,21185458,20896265,21351445,Phoenix,33.5722,-112.0891,4081849.0,1212.0,1,2874,0,12,2011,4,81.11
2230,2011-12-21,IAH,16,11,6,9,4,2,83,64,46,1018,1015,1012,16,16,14,21,5,,0.00,5,Rain,37,14 ,TX,21157948,19603731,20062072,20595874,Houston,29.7869,-95.3905,5446468.0,1401.0,1,2874,0,12,2011,4,81.11
2231,2011-12-21,MIA,27,24,21,19,17,16,79,67,54,1022,1020,1019,16,16,16,32,17,40.0,0.00,2,,121,15 ,FL,21025210,20709225,20875813,20986341,Miami,25.7839,-80.2102,6381966.0,4969.0,1,2874,0,12,2011,4,81.11
2232,2011-12-21,MCO,27,20,13,17,15,14,100,75,50,1022,1020,1019,16,16,10,34,11,42.0,0.00,3,Fog,151,10 ,FL,23184634,21565448,20283541,18759938,Orlando,28.4772,-81.3369,1776841.0,982.0,1,2874,0,12,2011,4,81.11
2233,2011-12-21,EWR,17,11,5,14,9,3,93,86,78,1021,1013,1006,16,11,1,58,12,72.0,3.30,8,Rain-Thunderstorm,194,11 ,NJ,22798354,21571198,19923009,18684818,Newark,40.7245,-74.1725,285154.0,4560.0,2,2874,0,12,2011,4,81.11
2234,2011-12-21,SEA,7,4,0,3,1,-1,100,81,62,1035,1032,1029,16,14,10,16,6,23.0,0.00,4,,45,8 ,WA,24894338,22639124,21887110,21231781,Seattle,47.6211,-122.3244,3643765.0,3336.0,1,2874,0,12,2011,4,81.11
2235,2011-12-21,MSP,-1,-4,-8,-3,-6,-9,92,78,63,1019,1009,1005,16,12,4,29,7,40.0,T,6,Snow,341,17 ,MN,18363493,18409704,18123844,17634252,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,1,2874,0,12,2011,4,81.11
2236,2011-12-21,DTW,9,7,3,7,4,2,100,88,76,1013,1006,1001,16,6,0,32,10,39.0,2.54,8,Fog-Rain,292,19 ,MI,17437716,17036092,16826287,16255520,Detroit,42.3834,-83.1024,3522206.0,1873.0,1,2874,0,12,2011,4,81.11
2237,2011-12-21,PHL,17,11,5,14,9,3,93,86,78,1020,1013,1008,16,14,11,45,16,56.0,1.78,7,Rain,203,20 ,PA,15285948,14271243,14564419,15101318,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,1,2874,0,12,2011,4,81.11
2238,2011-12-21,BOS,14,7,0,12,6,-6,93,76,59,1023,1012,1002,16,15,8,34,15,42.0,2.29,8,Rain,192,16 ,MA,20010262,18759742,17749202,16290362,Boston,42.3188,-71.0846,4637537.0,5472.0,1,2874,0,12,2011,4,81.11
2239,2011-12-21,LGA,16,11,4,13,8,2,89,83,76,1022,1014,1005,16,11,2,50,12,71.0,2.03,8,Rain,180,21 ,NY,15059648,14614802,14706123,14762593,New York,40.6943,-73.9249,19354922.0,11083.0,1,2874,0,12,2011,4,81.11
2240,2011-12-22,ATL,20,16,12,18,16,10,100,94,87,1018,1015,1012,16,8,0,42,14,56.0,25.65,8,Fog-Rain-Thunderstorm,187,1 ,GA,51866464,50251964,50501858,49340732,Atlanta,33.7627,-84.4225,5228750.0,1384.0,1,291,0,12,2011,4,81.11
2241,2011-12-22,ORD,4,2,-1,2,-1,-6,92,81,69,1025,1019,1014,16,12,2,34,13,47.0,0.51,7,Rain-Snow,338,3 ,IL,39874879,38593028,37589899,36305668,Chicago,41.8373,-87.6862,8675982.0,4612.0,1,291,0,12,2011,4,81.11
2242,2011-12-22,LAX,20,14,8,9,-2,-21,86,46,6,1028,1024,1019,16,16,13,35,8,63.0,0.00,1,Fog,51,2 ,CA,42626783,41232432,39636042,36351226,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,1,291,0,12,2011,4,81.11
2243,2011-12-22,DFW,16,10,4,6,4,2,92,70,47,1025,1017,1012,16,16,14,37,15,45.0,0.00,5,,283,4 ,TX,32800721,31816933,31283579,31589832,Dallas,32.7936,-96.7662,5733259.0,1524.0,1,291,0,12,2011,4,81.11
2244,2011-12-22,DEN,-3,-9,-16,-4,-9,-18,92,84,76,1032,1025,1016,16,5,1,40,18,47.0,5.08,7,Snow,25,5 ,CO,31363573,29809097,28267394,26280043,Denver,39.7621,-104.8759,2787266.0,1774.0,1,291,0,12,2011,4,81.11
2245,2011-12-22,JFK,16,12,9,8,4,2,80,60,40,1020,1016,1009,16,16,13,40,15,56.0,1.52,5,Rain,275,6 ,NY,30541459,29533154,29239151,27782369,New York,40.6943,-73.9249,19354922.0,11083.0,1,291,0,12,2011,4,81.11
2246,2011-12-22,SFO,14,9,4,2,-4,-11,65,41,17,1032,1027,1022,16,16,16,37,13,45.0,0.00,1,,96,7 ,CA,27794154,26900048,25707101,24190549,San Francisco,37.7562,-122.443,3603761.0,7286.0,1,291,0,12,2011,4,81.11
2247,2011-12-22,CLT,18,17,16,17,16,15,100,97,93,1020,1016,1012,16,9,2,34,14,50.0,5.33,8,Rain,187,12 ,NC,22283574,22011251,21511880,21913166,Charlotte,35.2079,-80.8304,1467362.0,1081.0,1,291,0,12,2011,4,81.11
2248,2011-12-22,LAS,10,7,4,-13,-16,-18,25,20,14,1030,1026,1021,16,16,16,40,17,52.0,0.00,0,,342,9 ,NV,23655285,23364393,22833267,21824231,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,1,291,0,12,2011,4,81.11
2249,2011-12-22,PHX,14,10,6,6,0,-9,86,53,20,1022,1019,1016,16,16,16,29,10,37.0,0.00,2,,82,13 ,AZ,21623842,21185458,20896265,21351445,Phoenix,33.5722,-112.0891,4081849.0,1212.0,1,291,0,12,2011,4,81.11
2250,2011-12-22,IAH,14,12,10,11,10,8,94,88,81,1023,1016,1011,16,13,1,26,11,37.0,38.86,8,Rain-Thunderstorm,349,14 ,TX,21157948,19603731,20062072,20595874,Houston,29.7869,-95.3905,5446468.0,1401.0,1,291,0,12,2011,4,81.11
2251,2011-12-22,MIA,27,24,22,21,19,18,87,73,58,1022,1020,1019,16,16,16,32,15,42.0,T,4,,119,15 ,FL,21025210,20709225,20875813,20986341,Miami,25.7839,-80.2102,6381966.0,4969.0,1,291,0,12,2011,4,81.11
2252,2011-12-22,MCO,28,20,12,18,16,13,100,75,49,1022,1020,1018,16,15,8,27,9,37.0,0.00,2,Fog,172,10 ,FL,23184634,21565448,20283541,18759938,Orlando,28.4772,-81.3369,1776841.0,982.0,1,291,0,12,2011,4,81.11
2253,2011-12-22,EWR,16,12,8,8,4,3,77,60,42,1020,1016,1010,16,15,10,37,14,48.0,2.03,6,Rain,261,11 ,NJ,22798354,21571198,19923009,18684818,Newark,40.7245,-74.1725,285154.0,4560.0,2,291,0,12,2011,4,81.11
2254,2011-12-22,SEA,3,1,-3,1,-1,-4,100,91,82,1034,1029,1027,16,6,0,21,7,26.0,0.00,4,Fog,141,8 ,WA,24894338,22639124,21887110,21231781,Seattle,47.6211,-122.3244,3643765.0,3336.0,1,291,0,12,2011,4,81.11
2255,2011-12-22,MSP,-2,-4,-6,-8,-12,-15,69,54,38,1029,1026,1020,16,16,14,27,14,35.0,0.00,4,,310,17 ,MN,18363493,18409704,18123844,17634252,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,1,291,0,12,2011,4,81.11
2256,2011-12-22,DTW,6,4,2,4,2,0,92,80,67,1019,1017,1013,16,13,6,19,10,23.0,1.27,8,Rain,262,19 ,MI,17437716,17036092,16826287,16255520,Detroit,42.3834,-83.1024,3522206.0,1873.0,1,291,0,12,2011,4,81.11
2257,2011-12-22,PHL,16,12,8,10,6,3,86,65,44,1021,1017,1012,16,14,6,26,11,32.0,4.57,7,Rain,300,20 ,PA,15285948,14271243,14564419,15101318,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,1,291,0,12,2011,4,81.11
2258,2011-12-22,BOS,14,11,7,12,5,1,83,65,47,1019,1012,1003,16,14,3,40,18,56.0,10.41,5,Rain,267,16 ,MA,20010262,18759742,17749202,16290362,Boston,42.3188,-71.0846,4637537.0,5472.0,1,291,0,12,2011,4,81.11
2259,2011-12-22,LGA,14,12,9,7,4,2,71,59,47,1019,1016,1009,16,16,16,45,16,60.0,1.27,6,Rain,270,21 ,NY,15059648,14614802,14706123,14762593,New York,40.6943,-73.9249,19354922.0,11083.0,1,291,0,12,2011,4,81.11
2260,2011-12-23,ATL,14,10,6,9,6,3,86,71,55,1026,1022,1017,16,16,16,39,20,48.0,0.00,6,,320,1 ,GA,51866464,50251964,50501858,49340732,Atlanta,33.7627,-84.4225,5228750.0,1384.0,1,2885,0,12,2011,4,81.11
2261,2011-12-23,ORD,1,-2,-5,-6,-7,-9,81,66,51,1028,1026,1023,16,16,16,26,14,35.0,0.00,4,,260,3 ,IL,39874879,38593028,37589899,36305668,Chicago,41.8373,-87.6862,8675982.0,4612.0,1,2885,0,12,2011,4,81.11
2262,2011-12-23,LAX,19,12,4,8,-6,-20,66,36,6,1032,1029,1028,16,16,16,19,5,,0.00,2,,144,2 ,CA,42626783,41232432,39636042,36351226,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,1,2885,0,12,2011,4,81.11
2263,2011-12-23,DFW,7,5,3,1,0,-1,79,71,62,1031,1029,1026,16,16,16,35,18,40.0,0.00,8,,6,4 ,TX,32800721,31816933,31283579,31589832,Dallas,32.7936,-96.7662,5733259.0,1524.0,1,2885,0,12,2011,4,81.11
2264,2011-12-23,DEN,1,-6,-13,-10,-14,-17,83,61,39,1032,1030,1025,16,16,16,35,24,40.0,0.00,0,,215,5 ,CO,31363573,29809097,28267394,26280043,Denver,39.7621,-104.8759,2787266.0,1774.0,1,2885,0,12,2011,4,81.11
2265,2011-12-23,JFK,11,7,2,7,3,-6,93,71,49,1023,1015,1009,16,14,6,42,23,53.0,21.84,5,Rain,349,6 ,NY,30541459,29533154,29239151,27782369,New York,40.6943,-73.9249,19354922.0,11083.0,1,2885,0,12,2011,4,81.11
2266,2011-12-23,SFO,11,7,2,4,-1,-4,82,64,46,1035,1033,1032,16,16,16,19,3,21.0,0.00,2,,223,7 ,CA,27794154,26900048,25707101,24190549,San Francisco,37.7562,-122.443,3603761.0,7286.0,1,2885,0,12,2011,4,81.11
2267,2011-12-23,CLT,18,13,7,15,9,3,90,69,48,1025,1019,1013,16,16,16,34,12,42.0,0.00,3,,331,12 ,NC,22283574,22011251,21511880,21913166,Charlotte,35.2079,-80.8304,1467362.0,1081.0,1,2885,0,12,2011,4,81.11
2268,2011-12-23,LAS,12,7,2,-13,-17,-20,25,18,11,1034,1031,1029,16,16,16,23,9,27.0,0.00,0,,181,9 ,NV,23655285,23364393,22833267,21824231,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,1,2885,0,12,2011,4,81.11
2269,2011-12-23,PHX,16,10,4,-2,-6,-9,52,33,20,1027,1025,1022,16,16,16,23,8,34.0,0.00,1,,334,13 ,AZ,21623842,21185458,20896265,21351445,Phoenix,33.5722,-112.0891,4081849.0,1212.0,1,2885,0,12,2011,4,81.11
2270,2011-12-23,IAH,13,11,9,11,8,6,88,80,72,1028,1026,1023,16,15,11,23,14,,0.00,8,,354,14 ,TX,21157948,19603731,20062072,20595874,Houston,29.7869,-95.3905,5446468.0,1401.0,1,2885,0,12,2011,4,81.11
2271,2011-12-23,MIA,28,24,21,21,20,19,90,77,63,1022,1021,1019,16,16,16,24,10,32.0,0.00,3,,115,15 ,FL,21025210,20709225,20875813,20986341,Miami,25.7839,-80.2102,6381966.0,4969.0,1,2885,0,12,2011,4,81.11
2272,2011-12-23,MCO,29,22,14,19,17,13,100,69,37,1023,1021,1019,16,16,11,21,8,21.0,0.00,2,Fog,188,10 ,FL,23184634,21565448,20283541,18759938,Orlando,28.4772,-81.3369,1776841.0,982.0,1,2885,0,12,2011,4,81.11
2273,2011-12-23,EWR,11,7,2,7,3,-6,93,71,49,1024,1015,1009,16,13,3,34,19,42.0,20.83,6,Rain,339,11 ,NJ,22798354,21571198,19923009,18684818,Newark,40.7245,-74.1725,285154.0,4560.0,2,2885,0,12,2011,4,81.11
2274,2011-12-23,SEA,9,6,2,6,2,-2,92,81,70,1035,1033,1028,16,15,5,29,9,37.0,0.51,7,Rain,170,8 ,WA,24894338,22639124,21887110,21231781,Seattle,47.6211,-122.3244,3643765.0,3336.0,1,2885,0,12,2011,4,81.11
2275,2011-12-23,MSP,3,-2,-7,-5,-8,-12,81,64,46,1026,1020,1015,16,14,1,35,13,50.0,0.51,4,Snow,235,17 ,MN,18363493,18409704,18123844,17634252,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,1,2885,0,12,2011,4,81.11
2276,2011-12-23,DTW,2,-1,-4,1,-7,-11,92,69,45,1028,1024,1019,16,14,3,32,13,37.0,0.25,7,Snow,326,19 ,MI,17437716,17036092,16826287,16255520,Detroit,42.3834,-83.1024,3522206.0,1873.0,1,2885,0,12,2011,4,81.11
2277,2011-12-23,PHL,11,7,3,8,4,-2,93,72,50,1024,1014,1008,16,12,2,37,18,52.0,30.73,7,Rain,349,20 ,PA,15285948,14271243,14564419,15101318,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,1,2885,0,12,2011,4,81.11
2278,2011-12-23,BOS,8,6,3,6,2,-6,96,84,71,1022,1015,1012,16,14,5,24,14,27.0,14.73,7,Rain,341,16 ,MA,20010262,18759742,17749202,16290362,Boston,42.3188,-71.0846,4637537.0,5472.0,1,2885,0,12,2011,4,81.11
2279,2011-12-23,LGA,9,6,2,7,2,-6,93,72,51,1023,1015,1009,16,14,5,39,22,50.0,19.30,5,Rain,347,21 ,NY,15059648,14614802,14706123,14762593,New York,40.6943,-73.9249,19354922.0,11083.0,1,2885,0,12,2011,4,81.11
2280,2011-12-24,ATL,14,9,4,5,3,2,85,68,51,1030,1028,1026,16,15,10,27,12,34.0,0.00,5,,18,1 ,GA,51866464,50251964,50501858,49340732,Atlanta,33.7627,-84.4225,5228750.0,1384.0,1,2885,0,12,2011,4,81.11
2281,2011-12-24,ORD,4,-1,-6,-3,-4,-7,92,73,54,1027,1025,1021,16,16,13,32,15,39.0,0.00,1,,210,3 ,IL,39874879,38593028,37589899,36305668,Chicago,41.8373,-87.6862,8675982.0,4612.0,1,2885,0,12,2011,4,81.11
2282,2011-12-24,LAX,22,14,6,1,-5,-11,62,37,11,1029,1027,1026,16,16,16,19,5,,0.00,0,,115,2 ,CA,42626783,41232432,39636042,36351226,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,1,2885,0,12,2011,4,81.11
2283,2011-12-24,DFW,6,5,4,2,0,-3,76,67,57,1032,1030,1028,16,16,16,26,12,48.0,0.25,8,Rain,11,4 ,TX,32800721,31816933,31283579,31589832,Dallas,32.7936,-96.7662,5733259.0,1524.0,1,2885,0,12,2011,4,81.11
2284,2011-12-24,DEN,3,-4,-12,-8,-12,-17,61,49,36,1035,1031,1029,16,16,16,50,15,0.0,0.00,1,,212,5 ,CO,31363573,29809097,28267394,26280043,Denver,39.7621,-104.8759,2787266.0,1774.0,1,2885,0,12,2011,4,81.11
2285,2011-12-24,JFK,3,0,-3,-7,-9,-11,63,52,40,1032,1029,1023,16,16,16,27,14,37.0,0.00,3,,4,6 ,NY,30541459,29533154,29239151,27782369,New York,40.6943,-73.9249,19354922.0,11083.0,1,2885,0,12,2011,4,81.11
2286,2011-12-24,SFO,14,8,2,5,0,-3,85,62,38,1033,1031,1029,16,15,11,16,3,19.0,0.00,1,,152,7 ,CA,27794154,26900048,25707101,24190549,San Francisco,37.7562,-122.443,3603761.0,7286.0,1,2885,0,12,2011,4,81.11
2287,2011-12-24,CLT,12,7,1,4,2,1,100,75,50,1031,1029,1025,16,16,16,19,6,32.0,0.00,6,,37,12 ,NC,22283574,22011251,21511880,21913166,Charlotte,35.2079,-80.8304,1467362.0,1081.0,1,2885,0,12,2011,4,81.11
2288,2011-12-24,LAS,16,8,1,-12,-16,-19,29,19,8,1033,1030,1029,16,16,16,21,11,23.0,0.00,0,,203,9 ,NV,23655285,23364393,22833267,21824231,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,1,2885,0,12,2011,4,81.11
2289,2011-12-24,PHX,17,10,3,-2,-5,-9,64,41,17,1029,1027,1026,16,16,16,13,3,21.0,0.00,0,,330,13 ,AZ,21623842,21185458,20896265,21351445,Phoenix,33.5722,-112.0891,4081849.0,1212.0,1,2885,0,12,2011,4,81.11
2290,2011-12-24,IAH,10,8,6,6,6,4,93,86,77,1028,1026,1024,16,10,4,27,19,,19.30,8,Rain,31,14 ,TX,21157948,19603731,20062072,20595874,Houston,29.7869,-95.3905,5446468.0,1401.0,1,2885,0,12,2011,4,81.11
2291,2011-12-24,MIA,28,24,21,21,19,17,93,74,54,1024,1022,1021,16,16,16,24,10,29.0,0.00,4,,85,15 ,FL,21025210,20709225,20875813,20986341,Miami,25.7839,-80.2102,6381966.0,4969.0,1,2885,0,12,2011,4,81.11
2292,2011-12-24,MCO,27,22,17,18,17,17,100,77,54,1026,1024,1022,16,11,1,24,12,29.0,0.00,4,Fog,23,10 ,FL,23184634,21565448,20283541,18759938,Orlando,28.4772,-81.3369,1776841.0,982.0,1,2885,0,12,2011,4,81.11
2293,2011-12-24,EWR,4,1,-3,-6,-9,-12,63,48,32,1032,1029,1024,16,16,16,29,15,40.0,0.00,2,,329,11 ,NJ,22798354,21571198,19923009,18684818,Newark,40.7245,-74.1725,285154.0,4560.0,2,2885,0,12,2011,4,81.11
2294,2011-12-24,SEA,11,9,6,6,4,2,83,70,56,1034,1030,1023,16,16,11,16,7,23.0,T,7,Rain,154,8 ,WA,24894338,22639124,21887110,21231781,Seattle,47.6211,-122.3244,3643765.0,3336.0,1,2885,0,12,2011,4,81.11
2295,2011-12-24,MSP,6,-1,-8,-5,-7,-10,84,65,45,1023,1019,1017,16,16,16,26,13,35.0,0.00,2,,230,17 ,MN,18363493,18409704,18123844,17634252,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,1,2885,0,12,2011,4,81.11
2296,2011-12-24,DTW,3,-1,-4,-3,-4,-5,92,78,64,1029,1026,1022,16,13,4,27,11,34.0,0.25,6,Snow,168,19 ,MI,17437716,17036092,16826287,16255520,Detroit,42.3834,-83.1024,3522206.0,1873.0,1,2885,0,12,2011,4,81.11
2297,2011-12-24,PHL,4,2,-1,-2,-6,-9,70,55,40,1032,1029,1024,16,16,16,27,11,34.0,0.00,3,,358,20 ,PA,15285948,14271243,14564419,15101318,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,1,2885,0,12,2011,4,81.11
2298,2011-12-24,BOS,-1,-3,-6,-7,-11,-16,69,56,42,1033,1029,1023,16,16,16,24,12,32.0,0.00,2,,343,16 ,MA,20010262,18759742,17749202,16290362,Boston,42.3188,-71.0846,4637537.0,5472.0,1,2885,0,12,2011,4,81.11
2299,2011-12-24,LGA,3,1,-1,-6,-8,-11,63,52,40,1032,1029,1023,16,16,16,32,15,37.0,0.00,2,,5,21 ,NY,15059648,14614802,14706123,14762593,New York,40.6943,-73.9249,19354922.0,11083.0,1,2885,0,12,2011,4,81.11
2300,2011-12-25,ATL,10,8,6,8,7,4,93,85,76,1029,1027,1025,16,9,2,26,9,34.0,12.95,7,Rain,331,1 ,GA,51866464,50251964,50501858,49340732,Atlanta,33.7627,-84.4225,5228750.0,1384.0,1,2885,0,12,2011,4,81.11
2301,2011-12-25,ORD,7,3,-2,-3,-4,-5,78,64,49,1027,1022,1017,16,16,16,39,19,50.0,0.00,3,,278,3 ,IL,39874879,38593028,37589899,36305668,Chicago,41.8373,-87.6862,8675982.0,4612.0,1,2885,0,12,2011,4,81.11
2302,2011-12-25,LAX,22,14,7,9,-1,-11,77,44,10,1027,1025,1023,16,16,16,23,6,26.0,0.00,1,,310,2 ,CA,42626783,41232432,39636042,36351226,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,1,2885,0,12,2011,4,81.11
2303,2011-12-25,DFW,10,8,5,3,1,-2,76,59,42,1031,1029,1027,16,16,13,23,11,26.0,T,8,,356,4 ,TX,32800721,31816933,31283579,31589832,Dallas,32.7936,-96.7662,5733259.0,1524.0,1,2885,0,12,2011,4,81.11
2304,2011-12-25,DEN,2,-3,-7,-5,-11,-15,63,49,35,1036,1030,1019,16,16,16,27,17,34.0,0.00,1,,198,5 ,CO,31363573,29809097,28267394,26280043,Denver,39.7621,-104.8759,2787266.0,1774.0,1,2885,0,12,2011,4,81.11
2305,2011-12-25,JFK,9,3,-3,2,-3,-9,76,63,49,1030,1023,1013,16,16,16,34,17,42.0,0.00,6,,217,6 ,NY,30541459,29533154,29239151,27782369,New York,40.6943,-73.9249,19354922.0,11083.0,1,2885,0,12,2011,4,81.11
2306,2011-12-25,SFO,11,7,2,5,2,-2,85,73,61,1031,1029,1027,14,11,8,13,3,14.0,0.00,2,,206,7 ,CA,27794154,26900048,25707101,24190549,San Francisco,37.7562,-122.443,3603761.0,7286.0,1,2885,0,12,2011,4,81.11
2307,2011-12-25,CLT,11,6,1,6,3,-1,96,81,66,1029,1026,1023,16,14,0,19,6,27.0,0.00,7,Fog,232,12 ,NC,22283574,22011251,21511880,21913166,Charlotte,35.2079,-80.8304,1467362.0,1081.0,1,2885,0,12,2011,4,81.11
